ticker,episode,entry_date,entry_period_start,last_rebalance_date,last_period_start,exit_or_last_period_end,days_held_observed,days_held,months_held,average_weight,max_weight,min_weight,asset_compound_return_during_episode,gross_arithmetic_portfolio_contribution,winner,status,censoring_note
TGT,1,2019-05-31,2019-05-31,2019-12-31,2019-12-31,2020-01-31,245,245,8,0.01699865719164516,0.019436507775137335,0.0,0.3765071729588074,0.005708883233532674,True,CLOSED,
TTWO,1,2019-05-31,2019-05-31,2019-09-30,2019-09-30,2019-10-31,153,153,5,2.590625025288217e-07,4.3697643698829134e-07,0.0,0.11280625775417019,-6.597124694652477e-09,True,CLOSED,
UNH,3,2019-05-31,2019-05-31,2019-05-31,2019-05-31,2019-06-28,28,28,1,0.0,0.0,0.0,0.009139749492083737,0.0,True,CLOSED,
WMT,1,2019-05-31,2019-05-31,2019-05-31,2019-05-31,2019-06-28,28,28,1,0.0,0.0,0.0,0.08921540954259499,0.0,True,CLOSED,
NVDA,2,2019-06-28,2019-06-28,2020-07-31,2020-07-31,2020-08-31,430,430,14,0.09714302986168809,0.20621799428754042,0.0,2.257504719302813,0.11838155703971685,True,CLOSED,
ON,2,2019-06-28,2019-06-28,2019-06-28,2019-06-28,2019-07-31,33,33,1,0.0,0.0,0.0,0.064324651326084,0.0,True,CLOSED,
SBUX,4,2019-06-28,2019-06-28,2019-08-30,2019-08-30,2019-09-30,94,94,3,0.018574782692209524,0.01879263603058048,0.01813910227091906,0.05475362325699318,0.001136795499296004,True,CLOSED,
STLD,2,2019-06-28,2019-06-28,2020-01-31,2020-01-31,2020-02-28,245,245,8,0.06364826567716106,0.20101576790340928,0.0,-0.11821197059550603,-0.03437354311554404,False,CLOSED,
CAT,10,2019-07-31,2019-07-31,2019-07-31,2019-07-31,2019-08-30,30,30,1,0.0,0.0,0.0,-0.09622539944664144,0.0,False,CLOSED,
DE,12,2019-07-31,2019-07-31,2019-10-31,2019-10-31,2019-11-29,121,121,4,0.004548999432451122,0.014733307755886228,0.0011542268335781095,0.014488434915205461,-0.0004501254269329308,True,CLOSED,
FCX,2,2019-07-31,2019-07-31,2019-07-31,2019-07-31,2019-08-30,30,30,1,0.0,0.0,0.0,-0.1690778271505894,0.0,False,CLOSED,
HD,2,2019-07-31,2019-07-31,2019-07-31,2019-07-31,2019-08-30,30,30,1,0.002018410489652171,0.002018410489652171,0.002018410489652171,0.06654500003855923,0.00013431512611173206,True,CLOSED,
SONY,1,2019-07-31,2019-07-31,2020-04-30,2020-04-30,2020-05-29,303,303,10,0.004357537421775757,0.0072695448593236775,0.0,0.13893773828230938,0.0002522183754493631,True,CLOSED,
TMUS,1,2019-07-31,2019-07-31,2019-07-31,2019-07-31,2019-08-30,30,30,1,0.0005813017513181232,0.0005813017513181232,0.0005813017513181232,-0.021071117953611385,-1.2248677768665046e-05,False,CLOSED,
UPS,2,2019-07-31,2019-07-31,2019-10-31,2019-10-31,2019-11-29,121,121,4,0.0,0.0,0.0,0.0021762964223142056,0.0,True,CLOSED,
AMD,2,2019-08-30,2019-08-30,2019-08-30,2019-08-30,2019-09-30,31,31,1,0.0,0.0,0.0,-0.07821942550539285,0.0,False,CLOSED,
KLAC,1,2019-08-30,2019-08-30,2022-01-31,2022-01-31,2022-02-28,913,913,30,0.10857050102180836,0.21040259244106152,0.024481824647382962,1.3563217419883453,0.09778639945081238,True,CLOSED,
PBR,4,2019-08-30,2019-08-30,2019-10-31,2019-10-31,2019-11-29,91,91,3,0.0,0.0,0.0,0.08708482176319943,0.0,True,CLOSED,
ZTS,1,2019-08-30,2019-08-30,2019-10-31,2019-10-31,2019-11-29,91,91,3,0.09382500150806833,0.11986530500097099,0.04174440011189274,-0.04666984346886527,-0.004334600705034071,False,CLOSED,
HD,3,2019-09-30,2019-09-30,2019-10-31,2019-10-31,2019-11-29,60,60,2,0.0,0.0,0.0,-0.04960783360778154,0.0,False,CLOSED,
ORLY,3,2019-09-30,2019-09-30,2019-12-31,2019-12-31,2020-01-31,123,123,4,0.02334674245410056,0.04669348721394741,0.0,0.019045965757322092,-0.0038508265632312957,True,CLOSED,
PANW,1,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-10-31,31,31,1,0.0,0.0,0.0,0.11558650083448718,0.0,True,CLOSED,
WMT,2,2019-09-30,2019-09-30,2019-09-30,2019-09-30,2019-10-31,31,31,1,0.0,0.0,0.0,-0.011964996200249267,0.0,False,CLOSED,
CAT,11,2019-10-31,2019-10-31,2019-12-31,2019-12-31,2020-01-31,92,92,3,0.009746872766476233,0.014620311533560392,0.0,-0.04680694343540437,-0.0013186649680946572,False,CLOSED,
INTC,2,2019-10-31,2019-10-31,2019-11-29,2019-11-29,2019-12-31,61,61,2,0.0,0.0,0.0,0.058729873810648314,0.0,True,CLOSED,
LOW,2,2019-10-31,2019-10-31,2019-10-31,2019-10-31,2019-11-29,29,29,1,0.0,0.0,0.0,0.05107066496793422,0.0,True,CLOSED,
LRCX,1,2019-10-31,2019-10-31,2020-02-28,2020-02-28,2020-03-31,152,152,5,0.0,0.0,0.0,-0.11452184478556482,0.0,False,CLOSED,
NFLX,3,2019-10-31,2019-10-31,2021-03-31,2021-03-31,2021-04-30,547,547,18,0.13052737608104603,0.2050121279218988,0.0,0.7865419265980336,0.07276141987545218,True,CLOSED,
ABBV,1,2019-11-29,2019-11-29,2019-12-31,2019-12-31,2020-01-31,63,63,2,0.019289443727506496,0.01928944426972293,0.019289443185290064,-0.07648474247250647,-0.0014602218478757419,False,CLOSED,
AMD,3,2019-11-29,2019-11-29,2020-01-31,2020-01-31,2020-02-28,91,91,3,0.0,0.0,0.0,0.16168576678530067,0.0,True,CLOSED,
COP,2,2019-11-29,2019-11-29,2019-11-29,2019-11-29,2019-12-31,32,32,1,9.710833116566852e-10,9.710833116566852e-10,9.710833116566852e-10,0.08491825607616565,8.246270133055337e-11,True,CLOSED,
ETN,1,2019-11-29,2019-11-29,2020-01-31,2020-01-31,2020-02-28,91,91,3,0.0,0.0,0.0,-0.019243230046452564,0.0,False,CLOSED,
FCX,3,2019-11-29,2019-11-29,2020-01-31,2020-01-31,2020-02-28,91,91,3,0.05879433766300262,0.06492315429795674,0.04653674111207392,-0.12478032179384624,-0.00954811105010545,False,CLOSED,
JPM,2,2019-11-29,2019-11-29,2019-11-29,2019-11-29,2019-12-31,32,32,1,0.0,0.0,0.0,0.05798421150702193,0.0,True,CLOSED,
KR,1,2019-11-29,2019-11-29,2019-12-31,2019-12-31,2020-01-31,63,63,2,0.02635119455656835,0.02635119821575681,0.026351190897379882,-0.01755667664803917,-0.00034579210277758694,False,CLOSED,
ON,3,2019-11-29,2019-11-29,2019-11-29,2019-11-29,2019-12-31,32,32,1,0.0,0.0,0.0,0.13553795717180428,0.0,True,CLOSED,
PANW,2,2019-11-29,2019-11-29,2020-01-31,2020-01-31,2020-02-28,91,91,3,0.025115812462024396,0.025115895223064986,0.025115764015918283,-0.1874834611664915,-0.004537084861711337,False,CLOSED,
UNH,4,2019-11-29,2019-11-29,2020-10-30,2020-10-30,2020-11-30,367,367,12,0.020141761893267884,0.020142310452915785,0.020141505876298753,0.20177225928437914,0.00425064101463677,True,CLOSED,
AVGO,1,2019-12-31,2019-12-31,2021-03-31,2021-03-31,2021-04-30,486,486,16,0.05569816307056109,0.12866860459892263,0.0,0.4435795192445642,0.031108200113240447,True,CLOSED,
BABA,5,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2020-01-31,31,31,1,0.0,0.0,0.0,-0.025978357411908015,0.0,False,CLOSED,
BMY,1,2019-12-31,2019-12-31,2019-12-31,2019-12-31,2020-01-31,31,31,1,0.0,0.0,0.0,-0.019317676138097872,0.0,False,CLOSED,
CMG,2,2019-12-31,2019-12-31,2021-03-31,2021-03-31,2021-04-30,486,486,16,0.14110753417580804,0.21818092696991379,0.0034420941711756584,0.7823582051634053,0.09616296910362908,True,CLOSED,
PBR,5,2019-12-31,2019-12-31,2022-10-31,2022-10-31,2022-11-30,1065,1065,35,0.1023315196051658,0.22247831650877234,0.004075943754199512,-0.2666248501806925,-0.07211164620041595,False,CLOSED,
AAPL,1,2020-01-31,2020-01-31,2020-01-31,2020-01-31,2020-02-28,28,28,1,0.0,0.0,0.0,-0.11679759385306132,0.0,False,CLOSED,
ADSK,1,2020-01-31,2020-01-31,2020-01-31,2020-01-31,2020-02-28,28,28,1,0.0,0.0,0.0,-0.03032766591616831,0.0,False,CLOSED,
ANET,2,2020-01-31,2020-01-31,2021-01-29,2021-01-29,2021-02-26,392,392,13,0.0409751783652692,0.048425277370242686,0.0,0.2529775272070893,0.02019724089127422,True,CLOSED,
COST,3,2020-01-31,2020-01-31,2020-07-31,2020-07-31,2020-08-31,213,213,7,0.02029577376595376,0.02693304449406084,0.0,0.13792883007256074,0.005633583063174015,True,CLOSED,
GD,2,2020-01-31,2020-01-31,2020-01-31,2020-01-31,2020-02-28,28,28,1,0.0,0.0,0.0,-0.08977428055645531,0.0,False,CLOSED,
NOC,3,2020-01-31,2020-01-31,2020-01-31,2020-01-31,2020-02-28,28,28,1,0.002834359459149961,0.002834359459149961,0.002834359459149961,-0.12208668631267461,-0.00034603755418660334,False,CLOSED,
NOW,2,2020-01-31,2020-01-31,2021-01-29,2021-01-29,2021-02-26,392,392,13,0.0,0.0,0.0,0.5772107067763068,0.0,True,CLOSED,
BABA,6,2020-02-28,2020-02-28,2020-02-28,2020-02-28,2020-03-31,32,32,1,0.0,0.0,0.0,-0.06500002054067755,0.0,False,CLOSED,
DE,13,2020-02-28,2020-02-28,2020-02-28,2020-02-28,2020-03-31,32,32,1,0.0,0.0,0.0,-0.11707561711164804,0.0,False,CLOSED,
FDX,1,2020-02-28,2020-02-28,2020-04-30,2020-04-30,2020-05-29,91,91,3,0.0,0.0,0.0,-0.07515757774931087,0.0,False,CLOSED,
FTNT,1,2020-02-28,2020-02-28,2020-07-31,2020-07-31,2020-08-31,185,185,6,0.0,0.0,0.0,0.29345480984588823,0.0,True,CLOSED,
KR,2,2020-02-28,2020-02-28,2020-07-31,2020-07-31,2020-08-31,185,185,6,0.051210070793682734,0.054342328863759386,0.035551177047004494,0.26839677816056584,0.011887804544706422,True,CLOSED,
MA,1,2020-02-28,2020-02-28,2020-09-30,2020-09-30,2020-10-30,245,245,8,0.0,0.0,0.0,-0.0055468918227822295,0.0,False,CLOSED,
MPC,1,2020-02-28,2020-02-28,2021-01-29,2021-01-29,2021-02-26,364,364,12,0.012893020638939356,0.07231390272150454,0.0,0.15183469086792645,0.023622193504268817,True,CLOSED,
NEM,1,2020-02-28,2020-02-28,2020-08-31,2020-08-31,2020-09-30,215,215,7,0.08627192886327151,0.08627279321864614,0.08626678635896,0.4216894296305471,0.03479126053755582,True,CLOSED,
ORLY,4,2020-02-28,2020-02-28,2020-02-28,2020-02-28,2020-03-31,32,32,1,0.006528785789823159,0.006528785789823159,0.006528785789823159,-0.1835268020712465,-0.0011982071774144416,False,CLOSED,
REGN,1,2020-02-28,2020-02-28,2020-07-31,2020-07-31,2020-08-31,185,185,6,0.02331191206716025,0.023317805426727116,0.02328250774703271,0.3944485288313093,0.008218672826423792,True,CLOSED,
TJX,9,2020-02-28,2020-02-28,2020-02-28,2020-02-28,2020-03-31,32,32,1,0.0,0.0,0.0,-0.2005016390759221,0.0,False,CLOSED,
TMUS,2,2020-02-28,2020-02-28,2020-04-30,2020-04-30,2020-05-29,91,91,3,0.0,0.0,0.0,0.1095829287057819,0.0,True,CLOSED,
WMT,3,2020-02-28,2020-02-28,2020-05-29,2020-05-29,2020-06-30,123,123,4,0.023837324714928346,0.023837325193694626,0.02383732392159612,0.11236997065219656,0.0026485172251180453,True,CLOSED,
LMT,1,2020-03-31,2020-03-31,2020-05-29,2020-05-29,2020-06-30,91,91,3,0.0,0.0,0.0,0.07661897119165939,0.0,True,CLOSED,
NOC,4,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-04-30,30,30,1,0.0,0.0,0.0,0.0929434036335437,0.0,True,CLOSED,
PANW,3,2020-03-31,2020-03-31,2021-02-26,2021-02-26,2021-03-31,365,365,12,0.04382277333217813,0.07512478126231151,0.0,0.964259480183072,0.022525061896430866,True,CLOSED,
TTWO,2,2020-03-31,2020-03-31,2020-03-31,2020-03-31,2020-04-30,30,30,1,0.0,0.0,0.0,0.020571641757443082,0.0,True,CLOSED,
VRTX,1,2020-03-31,2020-03-31,2020-05-29,2020-05-29,2020-06-30,91,91,3,0.0,0.0,0.0,0.2200462335863811,0.0,True,CLOSED,
ORLY,5,2020-04-30,2020-04-30,2020-10-30,2020-10-30,2020-11-30,214,214,7,0.0,0.0,0.0,0.14520887155551976,0.0,True,CLOSED,
TGT,2,2020-04-30,2020-04-30,2020-06-30,2020-06-30,2020-07-31,92,92,3,0.0,0.0,0.0,0.14707490162050596,0.0,True,CLOSED,
LIN,2,2020-05-29,2020-05-29,2020-08-31,2020-08-31,2020-09-30,124,124,4,0.0,0.0,0.0,0.17688054360323102,0.0,True,CLOSED,
MELI,1,2020-05-29,2020-05-29,2021-01-29,2021-01-29,2021-02-26,273,273,9,0.0,0.0,0.0,0.9234093231208416,0.0,True,CLOSED,
TTWO,3,2020-05-29,2020-05-29,2020-05-29,2020-05-29,2020-06-30,32,32,1,0.0,0.0,0.0,0.02496885658362924,0.0,True,CLOSED,
CRM,1,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-07-31,31,31,1,0.0,0.0,0.0,0.04014308545858514,0.0,True,CLOSED,
FDX,2,2020-06-30,2020-06-30,2020-11-30,2020-11-30,2020-12-31,184,184,6,0.0,0.0,0.0,0.8515190283598728,0.0,True,CLOSED,
LOW,3,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-07-31,31,31,1,0.0,0.0,0.0,0.10205749735975056,0.0,True,CLOSED,
SHW,1,2020-06-30,2020-06-30,2020-06-30,2020-06-30,2020-07-31,31,31,1,0.0,0.0,0.0,0.12125980110154799,0.0,True,CLOSED,
DE,14,2020-07-31,2020-07-31,2020-11-30,2020-11-30,2020-12-31,153,153,5,0.002859818535474934,0.0056162646792906066,0.0,0.5260052834131224,0.0011064942024793202,True,CLOSED,
GD,3,2020-07-31,2020-07-31,2020-07-31,2020-07-31,2020-08-31,31,31,1,0.0,0.0,0.0,0.01778656475839613,0.0,True,CLOSED,
UPS,3,2020-07-31,2020-07-31,2020-11-30,2020-11-30,2020-12-31,153,153,5,0.0037750008954253846,0.0047187585944813565,0.0,0.17960213208344378,0.000162848328133002,True,CLOSED,
WMT,4,2020-07-31,2020-07-31,2020-10-30,2020-10-30,2020-11-30,122,122,4,0.017901898349755405,0.02386919878448556,0.0,0.18075740434542986,0.0023996254233362925,True,CLOSED,
BRK-B,1,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-09-30,30,30,1,0.0,0.0,0.0,-0.02339016236362601,0.0,False,CLOSED,
LOW,4,2020-08-31,2020-08-31,2020-09-30,2020-09-30,2020-10-30,60,60,2,0.0,0.0,0.0,-0.040014550004243365,0.0,False,CLOSED,
RCL,1,2020-08-31,2020-08-31,2021-01-29,2021-01-29,2021-02-26,179,179,6,0.015529902505365262,0.02611191048650829,0.0,0.35488090651929793,0.01249458927832118,True,CLOSED,
SHW,2,2020-08-31,2020-08-31,2020-10-30,2020-10-30,2020-11-30,91,91,3,0.0,0.0,0.0,0.11411968816269735,0.0,True,CLOSED,
TGT,3,2020-08-31,2020-08-31,2021-11-30,2021-11-30,2021-12-31,487,487,16,0.07776488521410575,0.16259907996413767,0.017472971357776253,0.5305865496015572,0.0311435934370409,True,CLOSED,
TTWO,4,2020-08-31,2020-08-31,2020-08-31,2020-08-31,2020-09-30,30,30,1,0.0,0.0,0.0,-0.03487353896584289,0.0,False,CLOSED,
COST,4,2020-09-30,2020-09-30,2020-10-30,2020-10-30,2020-11-30,61,61,2,0.007767221418200792,0.015534442836401584,0.0,0.10357743384132934,0.0014834213279225654,True,CLOSED,
CRM,2,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-10-30,30,30,1,0.0,0.0,0.0,-0.07579978711039148,0.0,False,CLOSED,
ISRG,1,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-10-30,30,30,1,0.0,0.0,0.0,-0.059841596249014084,0.0,False,CLOSED,
NVDA,3,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-10-30,30,30,1,0.0,0.0,0.0,-0.07364842281634632,0.0,False,CLOSED,
SBUX,5,2020-09-30,2020-09-30,2020-09-30,2020-09-30,2020-10-30,30,30,1,0.0,0.0,0.0,0.012104293967539093,0.0,True,CLOSED,
BABA,7,2020-10-30,2020-10-30,2020-10-30,2020-10-30,2020-11-30,31,31,1,0.0,0.0,0.0,-0.1356461214961977,0.0,False,CLOSED,
CAT,12,2020-10-30,2020-10-30,2020-12-31,2020-12-31,2021-01-29,91,91,3,0.0,0.0,0.0,0.16421517214255266,0.0,True,CLOSED,
DIS,1,2020-10-30,2020-10-30,2020-10-30,2020-10-30,2020-11-30,31,31,1,0.0,0.0,0.0,0.22070098562338925,0.0,True,CLOSED,
LRCX,2,2020-10-30,2020-10-30,2022-02-28,2022-02-28,2022-03-31,517,517,17,0.03725783581396059,0.13569486049041316,0.0,0.571591478576563,-0.024566839458324757,True,CLOSED,
SONY,2,2020-10-30,2020-10-30,2020-12-31,2020-12-31,2021-01-29,91,91,3,0.0,0.0,0.0,0.1440353691646299,0.0,True,CLOSED,
TM,1,2020-10-30,2020-10-30,2020-10-30,2020-10-30,2020-11-30,31,31,1,0.021129989499476774,0.021129989499476774,0.021129989499476774,0.024145125979446513,0.0005101862584092487,True,CLOSED,
BRK-B,2,2020-11-30,2020-11-30,2021-02-26,2021-02-26,2021-03-31,121,121,4,0.0,0.0,0.0,0.11602812080593283,0.0,True,CLOSED,
GD,4,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-12-31,31,31,1,0.0,0.0,0.0,-0.0035487027628878787,0.0,False,CLOSED,
JPM,3,2020-11-30,2020-11-30,2021-01-29,2021-01-29,2021-02-26,88,88,3,0.0,0.0,0.0,0.24847303696962086,0.0,True,CLOSED,
LIN,3,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-12-31,31,31,1,0.0,0.0,0.0,0.027649933572321483,0.0,True,CLOSED,
MAR,8,2020-11-30,2020-11-30,2020-12-31,2020-12-31,2021-01-29,60,60,2,0.0,0.0,0.0,-0.0832348463732715,0.0,False,CLOSED,
OXY,1,2020-11-30,2020-11-30,2020-11-30,2020-11-30,2020-12-31,31,31,1,0.0,0.0,0.0,0.09835020396890681,0.0,True,CLOSED,
PNC,1,2020-11-30,2020-11-30,2021-01-29,2021-01-29,2021-02-26,88,88,3,0.0,0.0,0.0,0.21938141290168267,0.0,True,CLOSED,
TJX,10,2020-11-30,2020-11-30,2020-12-31,2020-12-31,2021-01-29,60,60,2,0.0,0.0,0.0,0.008345183561663694,0.0,True,CLOSED,
AMAT,1,2020-12-31,2020-12-31,2021-03-31,2021-03-31,2021-04-30,120,120,4,0.0,0.0,0.0,0.5377752261987214,0.0,True,CLOSED,
C,3,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2021-01-29,29,29,1,0.0,0.0,0.0,-0.059519918553800344,0.0,False,CLOSED,
COST,5,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2021-01-29,29,29,1,0.0,0.0,0.0,-0.06462658894422613,0.0,False,CLOSED,
MDB,1,2020-12-31,2020-12-31,2021-01-29,2021-01-29,2021-02-26,57,57,2,0.0,0.0,0.0,0.07489411622909725,0.0,True,CLOSED,
USB,1,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2021-01-29,29,29,1,0.0,0.0,0.0,-0.08027477283146256,0.0,False,CLOSED,
WFC,1,2020-12-31,2020-12-31,2020-12-31,2020-12-31,2021-01-29,29,29,1,0.0,0.0,0.0,-0.00994039567182281,0.0,False,CLOSED,
AXP,1,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-02-26,28,28,1,0.0,0.0,0.0,0.16342673336907199,0.0,True,CLOSED,
FTNT,2,2021-01-29,2021-01-29,2021-12-31,2021-12-31,2022-01-31,367,367,12,0.09359568922732371,0.15843700043716077,0.0,1.053471512777127,0.07937004012604676,True,CLOSED,
GD,5,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-02-26,28,28,1,0.0,0.0,0.0,0.11446693061973479,0.0,True,CLOSED,
INTC,3,2021-01-29,2021-01-29,2021-03-31,2021-03-31,2021-04-30,91,91,3,0.0,0.0,0.0,0.03638984901536335,0.0,True,CLOSED,
KR,3,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-02-26,28,28,1,0.0,0.0,0.0,-0.0663768381312273,0.0,False,CLOSED,
OXY,2,2021-01-29,2021-01-29,2021-02-26,2021-02-26,2021-03-31,61,61,2,0.0,0.0,0.0,0.3270190203358929,0.0,True,CLOSED,
PSX,1,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-02-26,28,28,1,0.0,0.0,0.0,0.22492624356312074,0.0,True,CLOSED,
TTWO,5,2021-01-29,2021-01-29,2021-01-29,2021-01-29,2021-02-26,28,28,1,0.0,0.0,0.0,-0.0797704688341988,0.0,False,CLOSED,
ABBV,2,2021-02-26,2021-02-26,2021-04-30,2021-04-30,2021-05-28,91,91,3,0.0022778717015670183,0.0068336151047010555,0.0,0.050677549589118076,0.00010418946030003209,True,CLOSED,
ASML,1,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2021-03-31,33,33,1,0.0,0.0,0.0,0.08864546388664629,0.0,True,CLOSED,
BMY,2,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2021-03-31,33,33,1,0.0,0.0,0.0,0.029349407848038078,0.0,True,CLOSED,
C,4,2021-02-26,2021-02-26,2021-05-28,2021-05-28,2021-06-30,124,124,4,0.0,0.0,0.0,0.07392232771122931,0.0,True,CLOSED,
FCX,4,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2021-03-31,33,33,1,0.0,0.0,0.0,-0.028900016120498973,0.0,False,CLOSED,
LLY,2,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2021-03-31,33,33,1,0.0,0.0,0.0,-0.08819362643007855,0.0,False,CLOSED,
NVDA,4,2021-02-26,2021-02-26,2022-01-31,2022-01-31,2022-02-28,367,367,12,0.09162838562511655,0.1607090708775341,0.0414157662194091,0.7780450960092611,0.06493676400896563,True,CLOSED,
ON,4,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2021-03-31,33,33,1,0.0,0.0,0.0,0.0332753945208748,0.0,True,CLOSED,
ORLY,6,2021-02-26,2021-02-26,2022-03-31,2022-03-31,2022-04-29,427,427,14,0.11752804517853772,0.14618575663312033,0.0,0.35593413296321375,0.013452499761183886,True,CLOSED,
TM,2,2021-02-26,2021-02-26,2021-03-31,2021-03-31,2021-04-30,63,63,2,0.0,0.0,0.0,0.019198348795326226,0.0,True,CLOSED,
TMUS,3,2021-02-26,2021-02-26,2021-07-30,2021-07-30,2021-08-31,186,186,6,0.0,0.0,0.0,0.14211888704070041,0.0,True,CLOSED,
UNH,5,2021-02-26,2021-02-26,2021-02-26,2021-02-26,2021-03-31,33,33,1,0.0,0.0,0.0,0.11995065305246966,0.0,True,CLOSED,
WFC,2,2021-02-26,2021-02-26,2021-07-30,2021-07-30,2021-08-31,186,186,6,0.00027815509670168803,0.0016689305802101283,0.0,0.26347810551387796,-8.71875894652735e-06,True,CLOSED,
FDX,3,2021-03-31,2021-03-31,2021-06-30,2021-06-30,2021-07-30,121,121,4,0.0,0.0,0.0,-0.014399319994333082,0.0,False,CLOSED,
GD,6,2021-03-31,2021-03-31,2021-04-30,2021-04-30,2021-05-28,58,58,2,0.014877015414766043,0.02196656263302345,0.0077874681965086345,0.04599034047034989,0.0003349227380139516,True,CLOSED,
KR,4,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-04-30,30,30,1,0.059629985777016156,0.059629985777016156,0.059629985777016156,0.015282000872748336,0.0009112654946863318,True,CLOSED,
LOW,5,2021-03-31,2021-03-31,2022-01-31,2022-01-31,2022-02-28,334,334,11,0.005695487548148306,0.02088350172630557,0.0,0.16237252114872436,-0.0019544978529772105,True,CLOSED,
MO,1,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-04-30,30,30,1,0.0,0.0,0.0,-0.0666536328690901,0.0,False,CLOSED,
SONY,3,2021-03-31,2021-03-31,2021-03-31,2021-03-31,2021-04-30,30,30,1,0.0,0.0,0.0,-0.05518347772939691,0.0,False,CLOSED,
STLD,3,2021-03-31,2021-03-31,2021-05-28,2021-05-28,2021-06-30,91,91,3,0.0,0.0,0.0,0.17415288504526627,0.0,True,CLOSED,
UPS,4,2021-03-31,2021-03-31,2021-06-30,2021-06-30,2021-07-30,121,121,4,0.03599020911782008,0.06375782405676031,0.0,0.1257132444651099,-0.006195558272333845,True,CLOSED,
USB,2,2021-03-31,2021-03-31,2021-05-28,2021-05-28,2021-06-30,91,91,3,0.011642452010442774,0.011642455848390128,0.011642445618156406,0.030012652435292164,0.00040110640465043776,True,CLOSED,
AZO,3,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-05-28,28,28,1,0.000578404031157593,0.000578404031157593,0.000578404031157593,-0.03928641076078343,-2.2723418353750177e-05,False,CLOSED,
BRK-B,3,2021-04-30,2021-04-30,2021-05-28,2021-05-28,2021-06-30,61,61,2,0.008721963528269622,0.008721963739430664,0.008721963317108582,0.010801967953603109,0.00011250891767803289,True,CLOSED,
HD,4,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-05-28,28,28,1,0.021334789435979627,0.021334789435979627,0.021334789435979627,-0.014706366262402515,-0.0003137572275767524,False,CLOSED,
NOC,5,2021-04-30,2021-04-30,2021-06-30,2021-06-30,2021-07-30,91,91,3,0.028372947522713538,0.028372971714160616,0.028372933412822356,0.0242071620391775,0.0006937419808864191,True,CLOSED,
NUE,1,2021-04-30,2021-04-30,2021-05-28,2021-05-28,2021-06-30,61,61,2,0.0,0.0,0.0,0.16618037702341026,0.0,True,CLOSED,
OXY,3,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-05-28,28,28,1,0.0,0.0,0.0,0.023659245255545525,0.0,True,CLOSED,
PANW,4,2021-04-30,2021-04-30,2022-04-29,2022-04-29,2022-05-31,396,396,13,0.04496748095514187,0.07850785471996416,0.0,0.4227341012814576,0.00338707460011565,True,CLOSED,
TJX,11,2021-04-30,2021-04-30,2021-04-30,2021-04-30,2021-05-28,28,28,1,0.0,0.0,0.0,-0.048732381471445874,0.0,False,CLOSED,
UNH,6,2021-04-30,2021-04-30,2021-08-31,2021-08-31,2021-09-30,153,153,5,0.008315325136993559,0.010117986518385677,0.0071135500780128945,-0.02021062639244131,-0.00027609289276312533,False,CLOSED,
ANET,3,2021-05-28,2021-05-28,2021-08-31,2021-08-31,2021-09-30,125,125,4,0.0,0.0,0.0,0.012552329849532251,0.0,True,CLOSED,
BMY,3,2021-05-28,2021-05-28,2021-08-31,2021-08-31,2021-09-30,125,125,4,0.0,0.0,0.0,-0.09966529108484612,0.0,False,CLOSED,
COST,6,2021-05-28,2021-05-28,2022-04-29,2022-04-29,2022-05-31,368,368,12,0.0194367174751357,0.026401421315246264,0.0,0.23250592106542323,0.0012572297257161412,True,CLOSED,
KR,5,2021-05-28,2021-05-28,2022-01-31,2022-01-31,2022-02-28,276,276,9,0.04477836930780361,0.06477206820848624,0.0034008024706680415,0.2655489404105702,0.003430394982593175,True,CLOSED,
NEM,2,2021-05-28,2021-05-28,2021-05-28,2021-05-28,2021-06-30,33,33,1,0.0,0.0,0.0,-0.1374523928606397,0.0,False,CLOSED,
