decision_id,strategy,asof,period_start,period_end,ticker,weight,full_alpha_score,revenue_growth_score,sales_yield_score,trend_score,rank,alpha_percentile,risk_score_proxy,risk_score_status,price_at_rebalance,fwd_return_1m
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,KLAC,0.10033081498162794,0.8109116471015887,0.7720588235294118,0.8549618320610687,0.8057142857142857,5.0,0.9689922480620154,0.8076923076923078,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,17.59600067138672,0.10525114867996654
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,KR,0.05434232051507388,0.6931221801697779,0.33088235294117646,0.9541984732824428,0.7942857142857143,13.0,0.9069767441860465,0.11538461538461538,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,32.619998931884766,0.037706915466329205
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,LIN,0.0,0.6225830713964976,0.9889705882352942,0.35877862595419846,0.52,26.0,0.8062015503875969,0.35897435897435903,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,202.33999633789062,0.048285086731670424
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,LMT,0.0,0.6561858789317254,0.7426470588235294,0.6030534351145038,0.6228571428571429,21.0,0.8449612403100775,0.5128205128205128,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,388.44000244140625,-0.06054986321142275
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,MA,0.0,0.6671113178095666,0.7867647058823529,0.648854961832061,0.5657142857142857,17.0,0.875968992248062,0.6666666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,300.8900146484375,-0.017248835749735014
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,MELI,0.0,0.6579229478050762,0.9889705882352942,0.019083969465648856,0.9657142857142857,19.0,0.8604651162790697,0.7948717948717948,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,851.6699829101562,0.1574553985839373
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,MPC,0.0,0.6662644599824662,0.9264705882352942,0.9694656488549618,0.10285714285714286,18.0,0.8682170542635659,0.9615384615384616,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,35.13999938964844,0.0637450687926493
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,NEM,0.08627278883945257,0.6852204545940513,0.9485294117647058,0.24427480916030533,0.8628571428571429,15.0,0.8914728682170543,0.4102564102564103,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,58.470001220703125,0.05592612261834229
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,NFLX,0.2050121030441343,0.8415733316227255,0.9117647058823529,0.8015267175572519,0.8114285714285714,3.0,0.9844961240310077,0.23076923076923075,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,41.972999572753906,0.08412555882638961
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,NOW,0.0,0.7342271259648898,0.9411764705882353,0.2900763358778626,0.9714285714285714,9.0,0.937984496124031,0.4871794871794872,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,77.58599853515625,0.044157484174016215
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,NVDA,0.0667365327898732,0.6524763187717836,0.11764705882352941,0.8854961832061069,0.9542857142857143,22.0,0.8372093023255814,0.782051282051282,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,8.875499725341797,0.07010879118942648
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,ORLY,0.0,0.7368291744178587,0.6029411764705882,0.9618320610687023,0.6457142857142857,8.0,0.9457364341085271,0.6538461538461539,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,27.81599998474121,0.010617409493338226
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,PANW,0.0,0.8098529946329677,0.9044117647058824,0.7022900763358778,0.8228571428571428,6.0,0.9612403100775194,0.6794871794871794,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,39.211666107177734,-0.02380246603229874
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,PBR,0.004075943754199512,0.6439244552782944,0.9338235294117647,0.9236641221374046,0.07428571428571429,23.0,0.8294573643410853,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,7.630000114440918,0.08387946706730154
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,REGN,0.023317805426727116,0.6572816302093356,0.8382352941176471,0.1450381679389313,0.9885714285714285,20.0,0.8527131782945736,0.20512820512820515,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,612.8099975585938,0.01768905027439982
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,TGT,0.0,0.6672226142365343,0.47058823529411764,0.816793893129771,0.7142857142857143,16.0,0.8837209302325582,0.2948717948717949,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,122.33000183105469,-0.019619075369535777
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,TTWO,0.0,0.6386372869758591,0.8088235294117647,0.22137404580152673,0.8857142857142857,25.0,0.813953488372093,0.3974358974358974,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,136.1699981689453,0.02496885658362924
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,UNH,0.020141523051102592,0.7053162486368594,0.625,0.7480916030534351,0.7428571428571429,12.0,0.9147286821705426,0.641025641025641,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,304.8500061035156,-0.03247496702730168
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,VRTX,0.0,0.6392744884213227,0.9558823529411765,0.019083969465648856,0.9428571428571428,24.0,0.8217054263565892,0.28205128205128205,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,287.9599914550781,0.008160877112271425
77,FINAL_OPTIMIZER,2020-05-29,2020-05-29,2020-06-30,WMT,0.02383732392159612,0.6896857827100306,0.40441176470588236,0.9389312977099237,0.7257142857142858,14.0,0.8992248062015504,0.10256410256410257,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,41.35333251953125,-0.034499426596195315
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,AMZN,0.21628747522540512,0.9168005264177327,0.8686131386861314,0.9389312977099237,0.9428571428571428,1.0,1.0,0.12820512820512822,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,137.9409942626953,0.1471136218500213
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,ANET,0.04842521481804386,0.6364801120760334,0.7591240875912408,0.916030534351145,0.2342857142857143,22.0,0.8384615384615385,0.4358974358974359,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,13.126874923706055,0.2368232658356706
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,AVGO,0.0,0.7631246500940602,0.6934306569343066,0.8702290076335878,0.7257142857142858,7.0,0.9538461538461539,0.8717948717948718,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,31.56100082397461,0.0036120024748815815
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,CMG,0.14812454523438706,0.8861519235208432,0.7956204379562044,0.9885496183206107,0.8742857142857143,2.0,0.9923076923076923,0.7307692307692308,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,21.047199249267578,0.09768528528942189
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,COST,0.026933032566133254,0.6413991461631736,0.6788321167883211,0.816793893129771,0.42857142857142855,20.0,0.8538461538461538,0.038461538461538464,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,303.2099914550781,0.0736123741078154
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,CRM,0.0,0.62155298537758,0.9197080291970803,0.09923664122137404,0.8457142857142858,26.0,0.8076923076923077,0.4230769230769231,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,187.3300018310547,0.04014308545858514
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,FDX,0.0,0.682416639470186,0.6131386861313869,0.9083969465648855,0.5257142857142857,13.0,0.9076923076923077,0.7435897435897436,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,112.9895248413086,0.20096992774293554
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,FTNT,0.0,0.7682193336464245,0.8540145985401459,0.5877862595419847,0.8628571428571429,5.0,0.9692307692307692,0.6538461538461539,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,27.45400047302246,0.007503437416782832
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,KLAC,0.10033075997572931,0.8076567246946698,0.7737226277372263,0.8549618320610687,0.7942857142857143,4.0,0.9769230769230769,0.7692307692307692,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,19.447999954223633,0.027509247669240233
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,KR,0.05434232051718799,0.6672354313096499,0.35036496350364965,0.9541984732824428,0.6971428571428572,14.0,0.9,0.08974358974358976,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,33.849998474121094,0.02776964501563861
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,LIN,0.0,0.6645001286857865,0.9890510948905109,0.33587786259541985,0.6685714285714286,15.0,0.8923076923076924,0.2948717948717949,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,212.11000061035156,0.1555796516196395
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,LOW,0.0,0.6267411717570518,0.3722627737226277,0.6793893129770993,0.8285714285714286,25.0,0.8153846153846154,0.8333333333333334,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,135.1199951171875,0.10205749735975056
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,MA,0.0,0.6517668160483115,0.7883211678832117,0.6641221374045801,0.5028571428571429,18.0,0.8692307692307693,0.6025641025641025,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,295.70001220703125,0.04338852229496304
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,MELI,0.0,0.6369974024044341,0.9890510948905109,0.019083969465648856,0.9028571428571428,21.0,0.8461538461538461,0.7564102564102564,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,985.77001953125,0.14085432995006575
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,MPC,0.0,0.7559671731845353,0.927007299270073,0.9694656488549618,0.37142857142857144,9.0,0.9384615384615385,0.9615384615384616,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,37.380001068115234,0.021936855842512815
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,NEM,0.08627278355720064,0.6967597184301927,0.948905109489051,0.22137404580152673,0.92,12.0,0.9153846153846154,0.2948717948717949,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,61.7400016784668,0.12082920419448628
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,NFLX,0.20501207661309084,0.855746576560083,0.9124087591240876,0.7862595419847328,0.8685714285714285,3.0,0.9846153846153847,0.19230769230769232,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,45.50400161743164,0.07436706114992031
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,NOW,0.0,0.7203826080496275,0.9416058394160584,0.2595419847328244,0.96,10.0,0.9307692307692308,0.3974358974358974,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,81.01200103759766,0.08428375071397265
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,NVDA,0.06673648766621691,0.655999596696092,0.11678832116788321,0.8854961832061069,0.9657142857142857,16.0,0.8846153846153846,0.7307692307692308,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,9.497750282287598,0.11760675875451954
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,ORLY,0.0,0.7606523971376036,0.6058394160583942,0.9618320610687023,0.7142857142857143,8.0,0.9461538461538461,0.5512820512820512,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,28.1113338470459,0.13211748737230233
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,PANW,0.0,0.7643858238676314,0.9051094890510949,0.7251908396946565,0.6628571428571428,6.0,0.9615384615384616,0.5897435897435898,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.2783317565918,0.11429442714014293
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,PBR,0.004075984762237803,0.7164664209696805,0.9343065693430657,0.9236641221374046,0.2914285714285714,11.0,0.9230769230769231,1.0,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,8.270000457763672,0.048367544908025195
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,REGN,0.023317803376193172,0.6545054618493076,0.8394160583941606,0.15267175572519084,0.9714285714285714,17.0,0.8769230769230769,0.16666666666666666,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,623.6500244140625,0.013501134579553709
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,SHW,0.0,0.6329452594544254,0.4306569343065693,0.7938931297709924,0.6742857142857143,24.0,0.823076923076923,0.4230769230769231,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,192.61666870117188,0.12125980110154799
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,TGT,0.0,0.6488378744822719,0.4744525547445255,0.8320610687022901,0.64,19.0,0.8615384615384616,0.21794871794871795,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,119.93000030517578,0.049612248253996016
78,FINAL_OPTIMIZER,2020-06-30,2020-06-30,2020-07-31,UNH,0.020141515688174103,0.6351272397296802,0.6277372262773723,0.7633587786259542,0.5142857142857142,23.0,0.8307692307692308,0.6025641025641025,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,294.95001220703125,0.026546825727098433
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,AMZN,0.2162874697597977,0.9294940923937413,0.8686131386861314,0.9312977099236641,0.9885714285714285,1.0,1.0,0.17948717948717952,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,158.23399353027344,0.09046103369298208
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,ANET,0.04842520972307177,0.7564801120760333,0.7591240875912408,0.916030534351145,0.5942857142857143,9.0,0.9384615384615385,0.4615384615384615,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,16.235624313354492,-0.13981596643759386
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,AVGO,0.0,0.7624994229039473,0.6934306569343066,0.8854961832061069,0.7085714285714285,6.0,0.9615384615384616,0.858974358974359,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,31.674999237060547,0.09597477470403426
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,CMG,0.14812462241452606,0.8956757330446526,0.7956204379562044,0.9885496183206107,0.9028571428571428,2.0,0.9923076923076923,0.7435897435897436,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,23.103200912475586,0.13428441529825097
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,COST,0.02693303272762076,0.6934529447818577,0.6788321167883211,0.8015267175572519,0.6,13.0,0.9076923076923077,0.06410256410256411,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,325.5299987792969,0.06798146089699153
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,DE,0.0,0.6449269940326942,0.5620437956204379,0.6870229007633588,0.6857142857142857,23.0,0.8307692307692308,0.5384615384615384,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,176.30999755859375,0.1914241986690728
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,FDX,0.0,0.6575852178504432,0.27007299270072993,0.9083969465648855,0.7942857142857143,17.0,0.8769230769230769,0.7692307692307692,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,135.697021484375,0.3054631487095527
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,FTNT,0.0,0.758695524122615,0.8540145985401459,0.5877862595419847,0.8342857142857143,8.0,0.9461538461538461,0.7692307692307692,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,27.65999984741211,-0.04548081804431803
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,GD,0.0,0.6390486273073892,0.708029197080292,0.7862595419847328,0.4228571428571429,26.0,0.8076923076923077,0.5,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,146.74000549316406,0.01778656475839613
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,KLAC,0.10033075104380863,0.8254393491948515,0.7737226277372263,0.8625954198473282,0.84,3.0,0.9846153846153847,0.7692307692307692,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,19.982999801635742,0.026572593834767178
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,KR,0.054342328863759386,0.6727413787156363,0.36496350364963503,0.9618320610687023,0.6914285714285714,15.0,0.8923076923076924,0.11538461538461538,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,34.790000915527344,0.02558204559434829
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,LIN,0.0,0.6771646143273712,0.9890510948905109,0.2824427480916031,0.76,14.0,0.9,0.3076923076923077,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,245.11000061035156,0.01888949806732998
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,MA,0.0,0.6505018215008743,0.7883211678832117,0.6717557251908397,0.49142857142857144,21.0,0.8461538461538461,0.6153846153846154,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,308.5299987792969,0.1609568076316399
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,MELI,0.0,0.640806926213958,0.9890510948905109,0.019083969465648856,0.9142857142857143,24.0,0.823076923076923,0.7692307692307692,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,1124.6199951171875,0.03909762488132107
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,MPC,0.0,0.7603050251136282,0.9343065693430657,0.9694656488549618,0.37714285714285717,7.0,0.9538461538461539,0.9743589743589745,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,38.20000076293945,-0.07172779119745643
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,NEM,0.08627278350616815,0.6452197077638656,0.9562043795620438,0.21374045801526717,0.7657142857142857,22.0,0.8384615384615385,0.35897435897435903,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,69.19999694824219,-0.02774563950315445
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,NFLX,0.2050120482353467,0.8125768201078838,0.9124087591240876,0.7938931297709924,0.7314285714285714,4.0,0.9769230769230769,0.2564102564102564,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,48.88800048828125,0.08321061922817141
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,NOW,0.0,0.6999585552168156,0.948905109489051,0.2595419847328244,0.8914285714285715,12.0,0.9153846153846154,0.44871794871794873,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,87.83999633789062,0.09749548437798028
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,NVDA,0.06673647052721034,0.6528153000766808,0.11678832116788321,0.8702290076335878,0.9714285714285714,18.0,0.8692307692307693,0.7307692307692308,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,10.614749908447266,0.2599920290175386
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,ORLY,0.0,0.7305930955432265,0.6204379562043796,0.9541984732824428,0.6171428571428571,11.0,0.9230769230769231,0.5512820512820512,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,31.825332641601562,-0.024613499991609555
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,PANW,0.0,0.7872138863903504,0.9051094890510949,0.6793893129770993,0.7771428571428571,5.0,0.9692307692307692,0.6282051282051282,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,42.6533317565918,0.005822213219107031
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,PBR,0.004075973260212389,0.7379471300416305,0.9416058394160584,0.9236641221374046,0.3485714285714286,10.0,0.9307692307692308,0.9871794871794872,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,8.670000076293945,-0.05767012636679569
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,REGN,0.02331779923726142,0.6405323611586496,0.8394160583941606,0.1450381679389313,0.9371428571428572,25.0,0.8153846153846154,0.19230769230769232,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,632.0700073242188,-0.019206756384202772
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,UNH,0.020141510701216545,0.6629474617060286,0.635036496350365,0.7480916030534351,0.6057142857142858,16.0,0.8846153846153846,0.6025641025641026,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,302.7799987792969,0.032267616926682896
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,UPS,0.0,0.6526715965262797,0.46715328467153283,0.7022900763358778,0.7885714285714286,19.0,0.8615384615384616,0.21794871794871795,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,142.75999450683594,0.14611937106338768
79,FINAL_OPTIMIZER,2020-07-31,2020-07-31,2020-08-31,WMT,0.0,0.6514548923152033,0.4306569343065693,0.9465648854961832,0.5771428571428572,20.0,0.8538461538461538,0.08974358974358976,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,43.133331298828125,0.07302940512652878
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,AMZN,0.2162874620639281,0.8832514785598867,0.8613138686131386,0.9312977099236641,0.8571428571428571,2.0,0.9923076923076923,0.08974358974358976,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,172.54800415039062,-0.08757859185260553
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,ANET,0.048425204593983064,0.7183848739807953,0.7591240875912408,0.916030534351145,0.48,9.0,0.9384615384615385,0.44871794871794873,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,13.965624809265137,-0.07393154843625915
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,AVGO,0.0,0.7161453698323369,0.6934306569343066,0.8778625954198473,0.5771428571428572,10.0,0.9307692307692308,0.8461538461538461,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,34.71500015258789,0.04945986018747228
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,BRK-B,0.0,0.6514908182028035,0.34306569343065696,0.9885496183206107,0.6228571428571429,22.0,0.8384615384615385,0.24358974358974358,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,218.0399932861328,-0.02339016236362601
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,CMG,0.1481246990325657,0.847528357306036,0.7883211678832117,0.9885496183206107,0.7657142857142857,4.0,0.9769230769230769,0.6794871794871794,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,26.20560073852539,-0.05080593003331613
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,DE,0.0,0.6963410252940537,0.5620437956204379,0.6641221374045801,0.8628571428571429,11.0,0.9230769230769231,0.576923076923077,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,210.05999755859375,0.055079536602353096
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,FDX,0.0,0.6804132803731623,0.27007299270072993,0.8625954198473282,0.9085714285714286,14.0,0.9,0.782051282051282,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,177.1474609375,0.1441048117685324
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,KLAC,0.15047463003494277,0.8942342930374356,0.8905109489051095,0.9007633587786259,0.8914285714285715,1.0,1.0,0.7307692307692308,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,20.513999938964844,-0.05557177503364874
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,LIN,0.0,0.72796795856583,0.9890510948905109,0.29770992366412213,0.8971428571428571,7.0,0.9538461538461539,0.3205128205128205,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,249.74000549316406,-0.04648834930320911
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,LOW,0.0,0.655186620923513,0.3795620437956204,0.648854961832061,0.9371428571428572,21.0,0.8461538461538461,0.8205128205128206,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,164.69000244140625,0.007104245258370057
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,MA,0.0,0.6740810906186735,0.781021897810219,0.6412213740458015,0.6,16.0,0.8846153846153846,0.6025641025641025,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,358.19000244140625,-0.055892093238830154
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,MELI,0.0,0.659854545261577,0.9890510948905109,0.019083969465648856,0.9714285714285714,19.0,0.8615384615384616,0.6923076923076922,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,1168.5899658203125,-0.07368708261251933
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,MPC,0.0,0.6784002632088663,0.9343065693430657,0.9694656488549618,0.13142857142857142,15.0,0.8923076923076924,0.923076923076923,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,35.459999084472656,-0.17258880682161692
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,NEM,0.0862727741885432,0.6725261417878569,0.9562043795620438,0.22137404580152673,0.84,17.0,0.8769230769230769,0.38461538461538464,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,67.27999877929688,-0.05692624978964733
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,NFLX,0.205012045976416,0.8709846717981783,0.9124087591240876,0.7862595419847328,0.9142857142857143,3.0,0.9846153846153847,0.2692307692307692,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,52.95600128173828,-0.05576332914520554
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,NOW,0.0,0.6840806926213957,0.948905109489051,0.25190839694656486,0.8514285714285714,13.0,0.9076923076923077,0.5,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,96.40399932861328,0.00618232309382849
80,FINAL_OPTIMIZER,2020-08-31,2020-08-31,2020-09-30,ORLY,0.0,0.7521852438529321,0.6204379562043796,0.9618320610687023,0.6742857142857143,6.0,0.9615384615384616,0.6025641025641026,RECONSTRUCTED_V10_STANDALONE_PRICE_RISK_PROXY,31.04199981689453,-0.009771705568583089
